category,recipient,ordered,designation,description,year ordered, year delivered,delivered,comments
aircraft,Colombia,1,C-130B Hercules,Transport aircraft,2002,2002,1,Second-hand; aid; for anti-narcotics operations
aircraft,Colombia,5,K-MAX,Helicopter,2002,2002,5,Originally for Peru; for Police anti-narcotics operations
aircraft,Colombia,-1,OT-47B Tracker,AEW/AGS aircraft,-2002,2002,1,Possibly on loan; for anti-narcotics operations
aircraft,Colombia,3,BT-67,Transport aircraft,2004,2005-2007,-3,$17 m aid; second-hand C-47 transport aircraft rebuilt to BT-67/AC-47T transport/combat aircraft in USA; for police anti-narcotics operations;
aircraft,Colombia,8,S-70/UH-60L,Helicopter,-2005,2007,8,$100 m deal; incl for use anti-narcotics operations
aircraft,Colombia,-6,Bell-205/UH-1 Huey-2,Helicopter,-2006,2007,6,Second-hand UH-1H rebuilt to UH-1H-2; aid
aircraft,Colombia,12,Bell-206/OH-58,Light helicopter,-2006,2007,12,Bell-206B-3 version; for training
aircraft,Colombia,2,King Air,Light transport ac,-2006,2007,2,King Air-350 version; for SIGINT (ELINT) with ELINT system from Israel
aircraft,Colombia,-16,ScanEagle,UAV,-2006,2006-2007,-16,
aircraft,Colombia,1,Boeing-767,Transport aircraft,2007,2010,1,Second-hand; $60 m deal; modified to MMTT tanker aircraft in Israel before delivery
aircraft,Colombia,15,S-70/UH-60L,Helicopter,2007,2009,15,$225 m deal
aircraft,Colombia,-12,Bell-205/UH-1 Huey-2,Helicopter,2008,2011,-12,Second-hand UH-1H rebuilt to UH-1H-2
aircraft,Colombia,12,Bell-212/UH-1N,Helicopter,2008,2009,-12,Second-hand aircraft bought by USA and delivered to Colombia as aid; for anti-narcotics operations
aircraft,Colombia,-1,Cessna-180 Skywagon,Light aircraft,2008,2008,-1,Second-hand; aid; Cessna-182R version
aircraft,Colombia,-10,Cessna-208 Caravan,Light transport ac,2008,2009-2010,-10,Incl for at least 5 for reconnaissance and 2 for medevac
aircraft,Colombia,-2,King Air,Light transport ac,-2008,2009-2010,2,King Air-350 version; incl for medevac
aircraft,Colombia,2,King Air,Light transport ac,2008,2009,2,King Air-350 version
aircraft,Colombia,-7,S-70/UH-60L,Helicopter,2008,2011-2012,-7,Colombian UH-60A rebuilt to UH-60L
aircraft,Colombia,-14,T-37B,Trainer aircraft,-2008,2008-2010,14,Second-hand
aircraft,Colombia,20,Bell-206/OH-58,Light helicopter,-2009,2010-2013,-20,Second-hand; 'Plan Colombia' aid; OH-58A version
aircraft,Colombia,25,Legacy,Light aircraft,2009,2010-2014,-25,$6.5-10 m deal; Synergy-FG or Legacy-FG version; assembled in Colombia; for training; Colombian designation T-90 Calima
aircraft,Colombia,-3,A-37B Dragonfly,Ground attack ac,-2010,2011,-3,Second-hand; incl some second-hand Chilean aircraft returned to USA and transferred to Colombia
aircraft,Colombia,-2,King Air,Light transport ac,2010,2010,-2,King Air-350 version
aircraft,Colombia,1,King Air,Light transport ac,-2010,2011,1,King Air-350 SIGINT (COMINT) version with COMINT system from Israel
aircraft,Colombia,1,King Air,Light transport ac,-2010,2011,1,$7.7 m deal; King Air-350i version
aircraft,Colombia,-10,Bell-205/UH-1 Huey-2,Helicopter,2011,2013-2019,-7,Second-hand UH-1H rebuilt to UH-1H-2
aircraft,Colombia,1,King Air,Light transport ac,-2011,2012,1,King Air C-90GTx version
aircraft,Colombia,7,S-70/UH-60L,Helicopter,2011,2012,-7,Incl 3 for police
aircraft,Colombia,-4,Bell-206/OH-58,Light helicopter,-2012,2013,-4,Second-hand; aid; OH-58A version; for training
aircraft,Colombia,4,Bell-412,Helicopter,2012,2013-2014,-4,From Canadian production line
aircraft,Colombia,2,Boeing-737 Classic,Transport aircraft,2012,2013,-2,Second-hand; Boeing-737-300F version
aircraft,Colombia,-1,Cessna-208 Caravan,Light transport ac,-2012,2013,-1,Grand Caravan-EX version
aircraft,Colombia,2,Cessna-208 Caravan,Light transport ac,-2012,2013,2,Possibly second-hand; Cessna-208B version
aircraft,Colombia,5,S-70/UH-60L,Helicopter,2012,2013,5,$87 m deal; S-70i version; from Polish production line
aircraft,Colombia,2,S-70/UH-60L,Helicopter,2013,2013,2,S-70i version; from Polish production line
aircraft,Colombia,6,ScanEagle,UAV,-2013,2013,6,Aid
aircraft,Colombia,60,Bell-206/OH-58,Light helicopter,2015,2016-2017,-60,Second-hand; TH-67 version; for training
aircraft,Colombia,-1,Cessna-208 Caravan,Light transport ac,-2016,2017,-1,Cessna-208B-EX version
aircraft,Colombia,10,S-70/UH-60A,Helicopter,-2016,2017,10,Second-hand; for police
aircraft,Colombia,-10,S-70/UH-60L,Helicopter,-2018,,,Second-hand; for police; aid
aircraft,Colombia,1,S-70/UH-60L,Helicopter,2018,2019,1,
aircraft,Costa Rica,2,MD-600N,Light helicopter,4-Jul,2012-2014,2,$7.6 m deal; incl for anti-narcotics operations and SAR
aircraft,Croatia,16,Bell-206/OH-58D(I),Combat helicopter,2016,2016,16,Second-hand; HRK286 m ($41 m) deal (incl HRK100 m aid); OH-58D version
aircraft,Croatia,2,S-70/UH-60L,Helicopter,-2018,,,$53 m aid; UH-60M version; delivery planned 2020
aircraft,Czechia,10,ScanEagle,UAV,2014,2015,10,CZK200 m ($6.8-8.1 m) aid
aircraft,Czechia,4,Enstrom-480,Light helicopter,2017,2018,-4,TH-480B-G version; owned and operated by civilian company for training of Czech military pilots
aircraft,Czechia,4,AH-1Z Viper,Combat helicopter,2019,,,Delivery planned 2023-2024
aircraft,Czechia,8,UH-1Y,Helicopter,2019,,,Delivery planned 2023-2024
aircraft,Denmark,3,C-130J-30 Hercules,Transport aircraft,2000,2004,3,$328 m deal (incl buy-back of 3 Danish C-130H aircraft by producer)
aircraft,Denmark,1,C-130J-30 Hercules,Transport aircraft,2004,2007,1,DKR525 m ($88 m) deal
aircraft,Denmark,9,MH-60R Seahawk,ASW helicopter,2012,2016-2018,9,$686 m deal; MH-60R version
aircraft,Dominican Republic,4,R-22,Light helicopter,-2000,2001-2002,-4,Mainly for border patrol against smuggling and illegal immigration from Haiti
aircraft,Dominican Republic,2,R-44,Light helicopter,-2000,2001-2002,-2,Mainly for border patrol against smuggling and illegal immigration from Haiti
aircraft,Dominican Republic,-8,Bell-205/UH-1 Huey-2,Helicopter,-2002,2004,8,Second-hand UH-1H rebuilt to Huey-2; aid
aircraft,Dominican Republic,12,Bell-206/OH-58,Light helicopter,2002,2003-2004,12,Second-hand; aid; OH-58C version
aircraft,Dominican Republic,4,Schweizer-330,Light helicopter,-2003,2003-2004,4,Schweizer-333 version; for training
aircraft,Dominican Republic,-5,Cessna-172/T-41,Trainer/light ac,-2014,2015,5,Cessna-172S version
aircraft,Dominican Republic,1,P2006T,Light aircraft,2015,2016,1,For anti-narcotics operations
aircraft,DR Congo,2,Boeing-727,Transport aircraft,1-Jul,2009,2,Second-hand; $0.8 m deal
aircraft,Ecuador,3,MX-7,Light aircraft,-2001,2002,3,
aircraft,Ecuador,-3,Cessna-U206,Light aircraft,2008,2009-2010,-3,
aircraft,Ecuador,2,Bell-430,Light helicopter,2009,2010,2,Second-hand
aircraft,Egypt,21,F-16C,FGA aircraft,1996,1999-2000,-21,'Peace Vector-5' deal; aid
aircraft,Egypt,24,F-16C,FGA aircraft,1999,2001-2002,-24,$1.2 b 'Peace Vector-6' (incl $100 m for engines); F-16 Block- 40 version; incl 12 F-16D
aircraft,Egypt,-35,AH-64D Apache,Combat helicopter,-2000,2003-2006,-35,Egyptian AH-64A rebuilt to AH-64D
aircraft,Egypt,1,E-2C Hawkeye,AEW&C aircraft,2001,2003,1,Second-hand; $25 m aid; modernized to Hawkeye-2000 before delivery
aircraft,Egypt,3,C-130H Hercules,Transport aircraft,2004,2004,-3,Second-hand and/or Italian aircraft sold back to US producer and sold to Egypt; $31 m deal
aircraft,Egypt,1,E-2C Hawkeye,AEW&C aircraft,2008,2010,1,Second-hand; $38 m deal; modernized to Hawkeye-2000 before delivery
aircraft,Egypt,10,AH-64D Apache,Combat helicopter,-2010,2014,10,
aircraft,Egypt,20,F-16C Block-50/52,FGA aircraft,2010,2013-2015,20,Part of $3.2 b 'Peace Vector-7' deal; F-16C Block-52 version (incl 4 F-16D version)
aircraft,Egypt,2,Beech-1900 SIGINT,SIGINT aircraft,2011,2012,2,$24 m deal; second-hand transport aircraft rebuilt to SIGINT aircraft
aircraft,El Salvador,5,Bell-412,Helicopter,-2001,2002-2003,-5,From Canadian production line; Bell-412EP version
aircraft,El Salvador,3,MD-500E,Light helicopter,2011,2012,3,$7.3 m deal (part of $9.7 m aid)
aircraft,Equatorial Guinea,2,Enstrom-480,Light helicopter,-2007,2007,-2,TH-480B Guardian version
aircraft,Estonia,4,R-44,Light helicopter,23-Jun,2002,4,$2 m aid
aircraft,Estonia,2,M28 Skytruck,Light transport ac,2017,2019,-2,Second-hand; aid
aircraft,Ethiopia,1,C-130E Hercules,Transport aircraft,-2013,2014,1,Second-hand; aid
aircraft,Ethiopia,1,C-130E Hercules,Transport aircraft,2017,2018,1,Second-hand; aid
aircraft,France,2,A-4M Skyhawk-2,FGA aircraft,25-Jun,2003-2004,2,Second-hand; leased by civilian company target towing for French navy; A-4N version
aircraft,France,16,SR-20,Light aircraft,2012,2012,-16,Owned and operated by civilian company for French armed forces
aircraft,France,7,SR-22,Light aircraft,2012,2012,-7,Owned and operated by civilian company for training of French armed forces
aircraft,France,6,MQ-9 Reaper,UAV,2013,2013-2017,-6,$600 m deal; MQ-9 Block-1 version (to be modified to armed version 2019-2020)
aircraft,France,2,C-130J-30 Hercules,Transport aircraft,2016,2017-2018,2,$133 m deal
aircraft,France,2,KC-130J Hercules,Tanker/transport ac,2016,2019,1,Delivery planned 2019-2020
aircraft,France,-8,King Air,Light transport ac,2016,2018-2019,2,King Air-350 version; modified in France to King Air-350ASLR SIGINT/reconnaissance aircraft; delivery planned 2018-2025
aircraft,France,6,MQ-9 Reaper,Armed UAV,2018,,,$123 m deal; armed MQ-9 Block-5 version; delivery planned from 2020
aircraft,France,3,E-2D Hawkeye,AEW&C aircraft,-2019,,,Selected but not yet ordered by end-2019; delivery planned 2026-2028
aircraft,Georgia,6,Bell-205/UH-1H,Helicopter,1999,2001,6,Second-hand; aid; 4 more for spares only; in exchange for help in 'War on Terrorism'
aircraft,Germany,6,C-130J Hercules,Transport aircraft,-2019,,,Selected but not yet ordered by end-2019
aircraft,Greece,-6,A-7E Corsair-2,FGA aircraft,1998,2000-2001,-6,Second-hand; aid; possibly for spare parts only
aircraft,Greece,10,T-2D Buckeye,Trainer aircraft,1998,2001-2002,10,Second-hand; aid; T-2C version
aircraft,Greece,7,CH-47D Chinook,Transport helicopter,1999,2001,7,$286 m deal
aircraft,Greece,45,PC-9,Trainer aircraft,1999,2000-2003,-45,$223-240 m deal (offsets 120% incl production of parts for 300 T-6A); T-6A-1 Texan-2 version;  incl 20 T-6B armed version (for training); option on 5 more
aircraft,Greece,50,F-16C Block-50/52,FGA aircraft,2000,2003-2004,-50,$2.1 b 'Peace Xenia-3' deal; F-16CG Block-52+ version; incl 16 F-16DG
aircraft,Greece,2,King Air,Light transport ac,2000,2002,2,"$11.4 m deal; C-12R/AP version; for VIP transport, photographic reconnaissance and survey"
aircraft,Greece,3,S-70B/SH-60B Seahawk,ASW helicopter,2000,2003-2004,3,S-70B-6 Aegean Hawk version
aircraft,Greece,10,F-16C Block-50/52,FGA aircraft,2001,2004,10,$183 m 'Peace Xenia-3' deal; F-16CG Block-52+ version; incl 4 F-16DG
aircraft,Greece,2,C-130H Hercules,Transport aircraft,2002,2003,-2,Second-hand aircraft sold back to US producer and sold to Greece
aircraft,Greece,12,AH-64D Apache,Combat helicopter,2003,2007,-12,Part of $675-703 m deal (offsets $845 m); option on 4 more not used
aircraft,Greece,30,F-16C Block-50/52,FGA aircraft,2005,2009-2010,30,$2 b 'Peace Xenia-4' deal (offsets 132%); F-16 Block-52+ version (incl 12 F-16D)
aircraft,Greece,10,CH-47D Chinook,Transport helicopter,2015,2016-2019,-10,Second-hand; $126 m deal; CH-47SD version
aircraft,Greece,60,Bell-206/OH-58D(I),Combat helicopter,2017,2019,60,Second-hand (10 more delivered for spare parts only); incl 24 for training; part of $150 m deal; OH-58D version
aircraft,Guatemala,-2,PA-28 Cherokee,Light aircraft,-2017,2018,2,Archer version
aircraft,Guatemala,4,Cessna-208 Caravan,Light transport ac,2018,2018,-2,$8.2 m deal; Cessna-208B-EX version
aircraft,Guatemala,1,Cessna-208 Caravan,Light transport ac,2018,2018,1,Cessna-208B-EX version; aid
aircraft,Honduras,4,MX-7,Light aircraft,29-Jun,2008,-4,Aid
aircraft,Honduras,4,MX-7,Light aircraft,2011,2011-2012,4,Aid; MXT-7-180 version
aircraft,Honduras,3,Cessna-208 Caravan,Light transport ac,-2015,2015-2018,3,Aid; Cessna-20B version
aircraft,India,6,S-61/H-3A Sea King,Transport helicopter,28-Jun,2007,-6,Second-hand; $39 m deal; UH-3H version
aircraft,India,6,C-130J-30 Hercules,Transport aircraft,2008,2010-2011,6,$962 m deal (incl $596 m for aircraft and rest for special equipment; 30% offsets incl production in India of components for all future C-130J); for special forces
aircraft,India,10,C-17A Globemaster-3,Heavy transport ac,2011,2013-2014,10,$4.1 b deal (offsets $1.1 b)
aircraft,India,15,CH-47F Chinook,Transport helicopter,2015,2019,-10,$1 b deal (part of $2.4 b deal); CH-47F(I) version; delivery planned 2019-2023
aircraft,India,1,C-17A Globemaster-3,Heavy transport ac,2017,2019,1,$262 m deal
aircraft,India,1,C-130J-30 Hercules,Transport aircraft,-2018,2019,1,
aircraft,India,24,MH-60R Seahawk,ASW helicopter,-2019,,,$2.6 b 'N-MRH' programme; selected 2019 but not yet ordered by end-2020
aircraft,India,6,P-8A Poseidon,ASW aircraft,-2019,,,Selected but contract not yet signed by end-20219
aircraft,Indonesia,1,F-5E Tiger-2,FGA aircraft,-1996,2006,1,Second-hand but modernized in USA; delivery embargoed by USA 1999-2006
aircraft,Indonesia,-25,Bell-412,Helicopter,2010,2012-2014,-25,Bell-412EP version
aircraft,Indonesia,-2,Cessna-180 Skywagon,Light aircraft,-2010,2011,2,Cessna-182T version
aircraft,Indonesia,24,F-16C,FGA aircraft,2012,2014-2017,-24,Second-hand F-16C Block-25 delivered as aid but modernized before delivery to Block-52 version in $670-750 m deal; incl F-16D version (6 more delivered for spare parts only)
aircraft,Indonesia,2,Model-300,Light helicopter,2012,2012,-2,S-300C version; for training; option on 4 more
aircraft,Indonesia,4,Bonanza,Light aircraft,2013,2013,4,Bonanza G-36 version
aircraft,Indonesia,8,AH-64E Apache Guardian,Combat helicopter,-2014,2017-2018,8,$500 m deal
aircraft,Indonesia,-2,Baron,Light transport ac,-2014,2015,2,G58 Baron version; for training
aircraft,Indonesia,4,Bonanza,Light aircraft,2014,2015,4,
aircraft,Indonesia,-1,King Air,Light transport ac,-2016,2017,1,King Air-350i version; for VIP transport
aircraft,Indonesia,9,Bell-412,Helicopter,-2018,,,Bell-412EPI version
aircraft,Indonesia,6,ScanEagle,UAV,2018,,,'Maritime Security Initiative' aid
aircraft,Indonesia,8,ScanEagle,UAV,2019,,,'Maritime Security Initiative' aid
aircraft,Iraq,3,C-130E Hercules,Transport aircraft,-2004,2005,3,Second-hand; aid
aircraft,Iraq,7,Comp Air-7SL,Light aircraft,2004,2004,7,Financed by UAE; assembled from kits in UAE
aircraft,Iraq,16,Bell-205/UH-1 Huey-2,Helicopter,2005,2007,-16,Iraqi UH-1H rebuilt to Huey-2
aircraft,Iraq,-11,Cessna-208 Caravan,Light transport ac,-2005,2007-2009,-11,Including 3 AC-208B armed version
aircraft,Iraq,20,Bell-206/OH-58,Light helicopter,2007,2008-2009,20,Incl 10 Second-hand OH-58C and 10 second-hand Bell-206B version; aid
aircraft,Iraq,12,Cessna-172/T-41,Trainer/light ac,2007,2007-2009,12,Option on 6 more
aircraft,Iraq,1,King Air,Light transport ac,2007,2007,1,Part of $160 m deal; King Air-350ER version
aircraft,Iraq,5,King Air-350 ISR,AGS aircraft,2007,2008,-5,Part of $132 m 'Peace Dragon' deal
aircraft,Iraq,24,Bell-407,Light helicopter,2009,2012-2013,24,$60 m deal; armed version; option on 26 more
aircraft,Iraq,3,Bell-407,Light helicopter,2009,2010,3,$6.9 m deal; T-407 trainer version
aircraft,Iraq,6,C-130J-30 Hercules,Transport aircraft,2009,2012-2013,6,$293 m deal
aircraft,Iraq,15,PC-9,Trainer aircraft,2009,2009-2010,15,Part of $257 m deal; T-6A version
aircraft,Iraq,3,Bell-407,Light helicopter,-2010,2011,-3,
aircraft,Iraq,18,F-16C Block-50/52,FGA aircraft,2011,2014-2015,-18,Part of $3 b deal; F-16C Block-52 or F-16IQ version (incl 6 F-16D)
aircraft,Iraq,18,F-16C Block-50/52,FGA aircraft,2013,2016-2017,-18,$830 m deal; F-16C Block-52 or F-16IQ version
aircraft,Iraq,-10,ScanEagle,UAV,2013,2014,-10,
aircraft,Iraq,16,Bell-407,Light helicopter,-2014,2015,16,Armed version
aircraft,Iraq,1,King Air-350 ISR,AGS aircraft,2014,2016,1,Part of $27-35 m deal; King Air-350ER version
aircraft,Israel,-5,King Air,Light transport ac,-1998,2000,-5,B200T version; Israeli designation Zufit-2; incl for EW and ELINT/SIGINT
aircraft,Israel,1,Boeing-707,Transport aircraft,2000,2001,1,Second-hand but modernized and modified to tanker aircraft after delivery
aircraft,Israel,-30,AH-1F Cobra,Combat helicopter,-2001,2002-2005,-30,Second-hand; aid
aircraft,Israel,-12,AH-64D Apache,Combat helicopter,2001,2005-2006,-12,$509 m deal (financed by US 'FMF' aid); incl 3 Israeli AH-64A rebuilt to AH-64D; Israeli designation Sharaf
aircraft,Israel,3,Gulfstream-5,Light transport ac,2001,2005-2007,3,$174-206 m deal (partly financed by US 'FMF' aid); G-550 version; modified in Israel to G-550 SEMA Shavit ELINT aircraft; delivery 2005-2007
aircraft,Israel,8,King Air,Light transport ac,2001,2002-2003,-8,B200CT version; modified in Israel for SIGINT; Israeli designation Zufit-3
aircraft,Israel,24,S-70/UH-60L,Helicopter,2001,2002,24,$212 m deal; S-70A-55 version; Israeli designation Yanshuf-3
aircraft,Israel,6,King Air,Light transport ac,2002,2003,-6,B200CT version; for training; Israeli designation Zufit-5
aircraft,Israel,-2,G-550 AEW,AEW&C aircraft,2003,2007,2,Part of $473 m deal (partly financed by US 'FMF' aid); modified in Israel to Eitam AEW aircraft
aircraft,Israel,6,AH-64D Apache,Combat helicopter,2004,2006,-6,$200 m deal; Israeli AH-64A rebuilt to AH-64D; Israeli designation Saraf
aircraft,Israel,18,Bonanza,Light aircraft,2004,2004-2005,-18,$11 m deal; option on 6 more
aircraft,Israel,-42,AH-1F Cobra,Combat helicopter,-2005,2006,-42,Second-hand; aid
aircraft,Israel,-20,PC-9,Trainer aircraft,2008,2009-2010,-20,$124 m deal (funded by US 'FMF' aid); T-6A Texan-2 version; Israeli designation Efroni
aircraft,Israel,1,Boeing-707,Transport aircraft,2010,2011,-1,Second-hand but modernized and modified to tanker aircraft after delivery
aircraft,Israel,3,C-130J Hercules,Transport aircraft,2010,2013-2015,3,$250 m deal; Israeli designation Samson
aircraft,Israel,3,AH-64D Apache,Combat helicopter,2011,2012,3,Israeli AH-64A rebuilt to AH-64D; Israeli designation Saraf
aircraft,Israel,1,PC-9,Trainer aircraft,-2011,2012,1,T-6A Texan-2 version; Israeli designation Efroni
aircraft,Israel,4,C-130J Hercules,Transport aircraft,2013,2016-2018,-4,Israeli designation Samson
aircraft,Israel,9,F-15C Eagle,FGA aircraft,2016,2016,9,Second-hand; aid; F-15D version; possibly (partly) for spare parts
aircraft,Israel,1,Gulfstream-5,Light transport ac,-2017,2019,-1,G-550 version; modified in Israel to special mission aircraft
aircraft,Israel,8,S-70B/SH-60B Seahawk,ASW helicopter,-2017,,,Second-hand but possibly modernized before delivery
